date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:35:18	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:17%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d46c8692445dd1fffb6b/1729484795707/Black+%26+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d46c8692445dd1fffb6b/1729484795707/Black+&+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post)26f7.png	(from https://luxury-barber.co.uk/shop/p/usia7ywt74exoup9apcmi56klpo3q3-89wgt-ajfbw)
13:35:18	133175/133175	---M--	200	added ('OK')	image/png	etag:COCcopTQnokDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/ff957c0c-97f7-4b08-a076-082ac6faba58/Black+%26+Tan+Minimalist+Barber+Shop+Business+Card+%28Instagram+Post%29.png?content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/ff957c0c-97f7-4b08-a076-082ac6faba58/Black+&+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post)5d45.png	(from https://luxury-barber.co.uk/shop/p/usia7ywt74exoup9apcmi56klpo3q3-89wgt-ajfbw-8m83j)
13:35:18	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:19%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d46c8692445dd1fffb6b/1729484795707/Black+%26+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d46c8692445dd1fffb6b/1729484795707/Black+&+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post)26f7.png	(from https://luxury-barber.co.uk/shop/p/usia7ywt74exoup9apcmi56klpo3q3-89wgt-ajfbw)
13:35:20	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:20%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d44acb7cd82c3762f5e7/1729484804885/Black+%26+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d44acb7cd82c3762f5e7/1729484804885/Black+&+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post)26f7.png	(from https://luxury-barber.co.uk/shop/p/usia7ywt74exoup9apcmi56klpo3q3-89wgt)
13:35:20	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:21%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d44acb7cd82c3762f5e7/1729484804885/Black+%26+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d44acb7cd82c3762f5e7/1729484804885/Black+&+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post)26f7.png	(from https://luxury-barber.co.uk/shop/p/usia7ywt74exoup9apcmi56klpo3q3-89wgt)
13:35:20	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:21%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d44acb7cd82c3762f5e7/1729484804885/Black+%26+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d44acb7cd82c3762f5e7/1729484804885/Black+&+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post)26f7.png	(from https://luxury-barber.co.uk/shop/p/usia7ywt74exoup9apcmi56klpo3q3-89wgt)
13:35:21	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:21%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d44acb7cd82c3762f5e7/1729484804885/Black+%26+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d44acb7cd82c3762f5e7/1729484804885/Black+&+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post)26f7.png	(from https://luxury-barber.co.uk/shop/p/usia7ywt74exoup9apcmi56klpo3q3-89wgt)
13:35:21	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:21%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d44acb7cd82c3762f5e7/1729484804885/Black+%26+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/6715d44acb7cd82c3762f5e7/1729484804885/Black+&+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post)26f7.png	(from https://luxury-barber.co.uk/shop/p/usia7ywt74exoup9apcmi56klpo3q3-89wgt)
13:35:22	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:22%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/67103d862d169f7c6ae63c88/1729484837129/Black+%26+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/67103d862d169f7c6ae63c88/1729484837129/Black+&+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post)26f7.png	(from https://luxury-barber.co.uk/shop/p/usia7ywt74exoup9apcmi56klpo3q3)
13:35:24	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:24%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b81c9ceb6413cc80a38/1725995003905/Untitled+image+(34).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b81c9ceb6413cc80a38/1725995003905/Untitled+image+(34)26f7.png	(from https://luxury-barber.co.uk/shop/p/moulding-cream)
13:35:24	133175/133175	---M--	200	added ('OK')	image/png	etag:CLHQnozQnokDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/11430080-163c-4124-9527-78a1caa3f2fe/Black+%26+Tan+Minimalist+Barber+Shop+Business+Card+%28Instagram+Post%29.png?content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/11430080-163c-4124-9527-78a1caa3f2fe/Black+&+Tan+Minimalist+Barber+Shop+Business+Card+(Instagram+Post)5d45.png	(from https://luxury-barber.co.uk/shop/p/usia7ywt74exoup9apcmi56klpo3q3)
13:35:27	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:27%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c1263678b0596da849b3bb/1725995084508/Charcoal+Mask.png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c1263678b0596da849b3bb/1725995084508/Charcoal+Mask26f7.png	(from https://luxury-barber.co.uk/shop/p/charcoal-mask)
13:35:29	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:29%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b800fa3ab1b1dd3f715/1725995105857/Defining+Cream.png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b800fa3ab1b1dd3f715/1725995105857/Defining+Cream26f7.png	(from https://luxury-barber.co.uk/shop/p/defining-cream)
13:35:29	1255346/1255346	---M--	200	added ('OK')	image/png	etag:CPiskIfZgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/358238d7-8449-49a3-83f6-716d5a918489/Untitled+image+%2834%29.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/358238d7-8449-49a3-83f6-716d5a918489/Untitled+image+(34)2acd.png	(from https://luxury-barber.co.uk/shop/p/moulding-cream)
13:35:29	960527/960527	---M--	200	added ('OK')	image/png	etag:CK6Pq/7TgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/0f9e06da-5f7c-42c8-83c1-e5ce0f38feb2/Charcoal+Mask.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/0f9e06da-5f7c-42c8-83c1-e5ce0f38feb2/Charcoal+Mask2acd.png	(from https://luxury-barber.co.uk/shop/p/charcoal-mask)
13:35:32	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:31%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b82c9ceb6413cc80a3c/1725995116542/Untitled+image+(29).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b82c9ceb6413cc80a3c/1725995116542/Untitled+image+(29)26f7.png	(from https://luxury-barber.co.uk/shop/p/texture-paste)
13:35:32	1159499/1159499	---M--	200	added ('OK')	image/png	etag:CLD37YTRgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/a1e9744e-eccd-4001-9581-26c6ec4331dc/Defining+Cream.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/a1e9744e-eccd-4001-9581-26c6ec4331dc/Defining+Cream2acd.png	(from https://luxury-barber.co.uk/shop/p/defining-cream)
13:35:34	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:34%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8408a6f91ec7bf5491/1725995131437/Beard+Wax+(1).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8408a6f91ec7bf5491/1725995131437/Beard+Wax+(1)26f7.png	(from https://luxury-barber.co.uk/shop/p/beard-wax)
13:35:34	1068239/1068239	---M--	200	added ('OK')	image/png	etag:CKi+m9zTgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/8009fa99-738f-4934-bf8b-c0984550cd14/Untitled+image+%2829%29.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/8009fa99-738f-4934-bf8b-c0984550cd14/Untitled+image+(29)2acd.png	(from https://luxury-barber.co.uk/shop/p/texture-paste)
13:35:36	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2014%20Jan%202025%2013:35:37%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b83c9ceb6413cc80a3d/1725995142477/Untitled+image+(25).jpeg?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b83c9ceb6413cc80a3d/1725995142477/Untitled+image+(25)26f7.jpeg	(from https://luxury-barber.co.uk/shop/p/shaping-paste)
13:35:36	1154443/1154443	---M--	200	added ('OK')	image/png	etag:CPGL5vTXgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/62607a0a-e04f-4019-a9c8-2988d8710159/Beard+Wax+%281%29.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/62607a0a-e04f-4019-a9c8-2988d8710159/Beard+Wax+(1)2acd.png	(from https://luxury-barber.co.uk/shop/p/beard-wax)
13:35:38	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2014%20Jan%202025%2013:35:39%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b7f0fa3ab1b1dd3f713/1725995157473/Untitled+image+(14).jpeg?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b7f0fa3ab1b1dd3f713/1725995157473/Untitled+image+(14)26f7.jpeg	(from https://luxury-barber.co.uk/shop/p/dry-matte-clay)
13:35:38	177560/177560	---M--	200	added ('OK')	image/jpeg	etag:COv+7sPegYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/528fd77c-da39-449c-a8b8-5a521c32e4c8/Untitled+image+%2825%29.jpeg?format=1500w&content-type=image%2Fjpeg	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/528fd77c-da39-449c-a8b8-5a521c32e4c8/Untitled+image+(25)43a3.jpg	(from https://luxury-barber.co.uk/shop/p/shaping-paste)
13:35:40	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:41%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b7d78b0596da849b7bf/1725995598640/Untitled+image+(25).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b7d78b0596da849b7bf/1725995598640/Untitled+image+(25)26f7.png	(from https://luxury-barber.co.uk/shop/p/deluxe-pomade)
13:35:40	129805/129805	---M--	200	added ('OK')	image/jpeg	etag:CK3HrKzSgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/5fb95bca-289e-4723-a413-c7a477ca22d9/Untitled+image+%2814%29.jpeg?format=1500w&content-type=image%2Fjpeg	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/5fb95bca-289e-4723-a413-c7a477ca22d9/Untitled+image+(14)43a3.jpg	(from https://luxury-barber.co.uk/shop/p/dry-matte-clay)
13:35:42	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:42%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b7e08a6f91ec7bf548f/1729724419816/Untitled+image+(27).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b7e08a6f91ec7bf548f/1729724419816/Untitled+image+(27)26f7.png	(from https://luxury-barber.co.uk/shop/p/fibre-gum)
13:35:42	201019/201019	---M--	200	added ('OK')	image/png	etag:CNPftKXUgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/a562336a-6b41-49d0-8c99-1a67808eabdd/Untitled+image+%2825%29.png?content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/a562336a-6b41-49d0-8c99-1a67808eabdd/Untitled+image+(25)5d45.png	(from https://luxury-barber.co.uk/shop/p/deluxe-pomade)
13:35:44	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2014%20Jan%202025%2013:35:45%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b91c9ceb6413cc80a52/1725923884270/Untitled+image+(16).jpeg?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b91c9ceb6413cc80a52/1725923884270/Untitled+image+(16)26f7.jpeg	(from https://luxury-barber.co.uk/shop/p/package-beard-oil-beard-moisturiser-beard-wax)
13:35:45	1506169/1506169	---M--	200	added ('OK')	image/png	etag:CMOto47YgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/1c5e991b-b89a-4350-a066-363326d5158f/Untitled+image+%2827%29.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/1c5e991b-b89a-4350-a066-363326d5158f/Untitled+image+(27)2acd.png	(from https://luxury-barber.co.uk/shop/p/fibre-gum)
13:35:47	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2014%20Jan%202025%2013:35:47%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b900fa3ab1b1dd3f723/1725924153750/Untitled+image+(17).jpeg?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b900fa3ab1b1dd3f723/1725924153750/Untitled+image+(17)26f7.jpeg	(from https://luxury-barber.co.uk/shop/p/package-argan-oil-beard-shampoo-beard-moisturiser-beard-oil)
13:35:47	144546/144546	---M--	200	added ('OK')	image/jpeg	etag:CPOfx8LbgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/474f3685-4da7-4fa0-bd50-651b1d816db4/Untitled+image+%2816%29.jpeg?format=1500w&content-type=image%2Fjpeg	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/474f3685-4da7-4fa0-bd50-651b1d816db4/Untitled+image+(16)43a3.jpg	(from https://luxury-barber.co.uk/shop/p/package-beard-oil-beard-moisturiser-beard-wax)
13:35:49	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2014%20Jan%202025%2013:35:49%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8fc9ceb6413cc80a4d/1725993997787/Untitled+image+(20).jpeg?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8fc9ceb6413cc80a4d/1725993997787/Untitled+image+(20)26f7.jpeg	(from https://luxury-barber.co.uk/shop/p/package-beard-oil-beard-shampoo-beard-moisturiser-argan-oil-beard-wax)
13:35:49	167869/167869	---M--	200	added ('OK')	image/jpeg	etag:CLOv64fcgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/85318ebf-82c3-439e-a5f7-c46e714332a1/Untitled+image+%2817%29.jpeg?format=1500w&content-type=image%2Fjpeg	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/85318ebf-82c3-439e-a5f7-c46e714332a1/Untitled+image+(17)43a3.jpg	(from https://luxury-barber.co.uk/shop/p/package-argan-oil-beard-shampoo-beard-moisturiser-beard-oil)
13:35:51	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:51%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8bc9ceb6413cc80a44/1725756434804/Untitled+image+(35).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8bc9ceb6413cc80a44/1725756434804/Untitled+image+(35)26f7.png	(from https://luxury-barber.co.uk/shop/p/argan-oil)
13:35:51	211633/211633	---M--	200	added ('OK')	image/jpeg	etag:CIHuyMfcgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/e5b10590-545c-49bf-8de8-014ad05e6faf/Untitled+image+%2820%29.jpeg?format=1500w&content-type=image%2Fjpeg	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/e5b10590-545c-49bf-8de8-014ad05e6faf/Untitled+image+(20)43a3.jpg	(from https://luxury-barber.co.uk/shop/p/package-beard-oil-beard-shampoo-beard-moisturiser-argan-oil-beard-wax)
13:35:53	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2014%20Jan%202025%2013:35:54%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8ec9ceb6413cc80a4c/1725994504438/Productphoto-470031828996-01-WhatsAppImage2024-09-03at18.32.11+(1).jpeg?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8ec9ceb6413cc80a4c/1725994504438/Productphoto-470031828996-01-WhatsAppImage2024-09-03at18.32.11+(1)26f7.jpeg	(from https://luxury-barber.co.uk/shop/p/package-texture-spray-volumising-dust-ocean-salt-spray)
13:35:53	544402/544402	---M--	200	added ('OK')	image/png	etag:CJri+efZgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/2924e0d4-87ea-4067-be57-4f179cee4acd/Untitled+image+%2835%29.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/2924e0d4-87ea-4067-be57-4f179cee4acd/Untitled+image+(35)2acd.png	(from https://luxury-barber.co.uk/shop/p/argan-oil)
13:35:55	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:55%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8d08a6f91ec7bf549c/1725995789919/Untitled+image+(39).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8d08a6f91ec7bf549c/1725995789919/Untitled+image+(39)26f7.png	(from https://luxury-barber.co.uk/shop/p/texture-spray)
13:35:55	91963/91963	---M--	200	added ('OK')	image/jpeg	etag:CNjO5M/erIgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/ac8f3e55-b8e7-4361-b06a-ee3c46cd6c56/Productphoto-470031828996-01-WhatsAppImage2024-09-03at18.32.11+%281%29.jpeg?content-type=image%2Fjpeg	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/ac8f3e55-b8e7-4361-b06a-ee3c46cd6c56/Productphoto-470031828996-01-WhatsAppImage2024-09-03at18.32.11+(1)ee8a.jpg	(from https://luxury-barber.co.uk/shop/p/package-texture-spray-volumising-dust-ocean-salt-spray)
13:35:57	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:35:58%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8d78b0596da849b7cd/1725995771946/Untitled+image+(37).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b8d78b0596da849b7cd/1725995771946/Untitled+image+(37)26f7.png	(from https://luxury-barber.co.uk/shop/p/ocean-salt-spray)
13:35:57	892925/892925	---M--	200	added ('OK')	image/png	etag:CMjbqd3agYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/fd2229fb-1a23-4d75-94c0-194b614c8931/Untitled+image+%2839%29.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/fd2229fb-1a23-4d75-94c0-194b614c8931/Untitled+image+(39)2acd.png	(from https://luxury-barber.co.uk/shop/p/texture-spray)
13:35:59	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2014%20Jan%202025%2013:36:00%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b890fa3ab1b1dd3f71c/1729868600990/Untitled+image+(40).png?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b890fa3ab1b1dd3f71c/1729868600990/Untitled+image+(40)26f7.png	(from https://luxury-barber.co.uk/shop/p/volumising-dust)
13:36:00	945219/945219	---M--	200	added ('OK')	image/png	etag:CJ3FyKbagYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/2bc5068b-f942-4031-ac0d-8f61cb269bd3/Untitled+image+%2837%29.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/2bc5068b-f942-4031-ac0d-8f61cb269bd3/Untitled+image+(37)2acd.png	(from https://luxury-barber.co.uk/shop/p/ocean-salt-spray)
13:36:01	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Tue,%2014%20Jan%202025%2013:36:02%20GMT	http://static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b88c9ceb6413cc80a42/1725994147294/Untitled+image+(24).jpeg?format=1500w	C:/My%20Web%20Sites/luxery/static1.squarespace.com/static/66bf56f904042f37893c3c18/66bf8ff6c9ceb6413cc6f4c0/66c12b88c9ceb6413cc80a42/1725994147294/Untitled+image+(24)26f7.jpeg	(from https://luxury-barber.co.uk/shop/p/beard-oil-beard-moisturiser)
13:36:01	1239930/1239930	---M--	200	added ('OK')	image/png	etag:CPzt6djbgYgDEAE=	https://images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/27a154be-4d74-4ae8-9765-25605020c348/Untitled+image+%2840%29.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/luxery/images.squarespace-cdn.com/content/66bf56f904042f37893c3c18/27a154be-4d74-4ae8-9765-25605020c348/Untitled+image+(40)2acd.png	(from https://luxury-barber.co.uk/shop/p/volumising-dust)
